gene,num_isoforms,top_predicted_isoforms,avg_pred_total,avg_true_total
AFF3,25,"ENST00000672822, ENST00000683540, ENST00000672204",9845.095703125,7785.39990234375
HNRNPM,16,"ENST00000598603, ENST00000598367, ENST00000597081",9817.9970703125,8347.20703125
RN7SL679P,1,ENST00000497096,9798.8154296875,6663.4970703125
MYRIP,4,"ENST00000482033, ENST00000458441, ENST00000444716",9794.509765625,14889.740234375
BEST3,4,"ENST00000533674, ENST00000488961, ENST00000551160",9790.841796875,8640.8330078125
MTCH1,32,"ENST00000695047, ENST00000695069, ENST00000695065",9789.7119140625,12253.6923828125
GOLGA2P10,6,"ENST00000619738, ENST00000612379, ENST00000618004",9753.681640625,12037.490234375
ENSG00000234087,1,ENST00000437424,9753.484375,6795.7265625
NIF3L1,5,"ENST00000359683, ENST00000409129, ENST00000651500",9750.673828125,8952.8271484375
IDE,27,"ENST00000677569, ENST00000371581, ENST00000678458",9749.587890625,7916.66650390625
USP9X,4,"ENST00000462850, ENST00000463829, ENST00000378308",9717.966796875,5953.36669921875
ENSG00000233288,5,"ENST00000429367, ENST00000669438, ENST00000657367",9702.4990234375,7579.32666015625
MGMT,4,"ENST00000306010, ENST00000482653, ENST00000651593",9696.7392578125,7097.84375
TMEM234,11,"ENST00000489170, ENST00000309777, ENST00000484490",9681.7373046875,7023.1201171875
CHRM2,8,"ENST00000480591, ENST00000481598, ENST00000320658",9655.048828125,6567.673828125
DDB1,23,"ENST00000538470, ENST00000535147, ENST00000537877",9654.533203125,8758.3662109375
HNRNPH1,33,"ENST00000519943, ENST00000519455, ENST00000521116",9634.208984375,10906.1103515625
MARK2,15,"ENST00000540169, ENST00000679321, ENST00000408948",9609.9462890625,7470.26611328125
PLA2G4A,2,"ENST00000466600, ENST00000367466",9581.0439453125,5510.75
ENSG00000287815,1,ENST00000661689,9578.0478515625,7505.1064453125
KIAA0100,15,"ENST00000577580, ENST00000579253, ENST00000577261",9570.6376953125,7034.2734375
NUCB1,8,"ENST00000465524, ENST00000405315, ENST00000407032",9567.5615234375,9389.5703125
RHOH,17,"ENST00000511121, ENST00000614836, ENST00000515702",9500.744140625,7012.4267578125
HP1BP3,10,"ENST00000491748, ENST00000488722, ENST00000375003",9498.310546875,8106.64306640625
ENSG00000234763,5,"ENST00000661402, ENST00000655767, ENST00000670476",9474.3115234375,9417.5029296875
PGD,6,"ENST00000270776, ENST00000498356, ENST00000460189",9401.2685546875,8074.212890625
RSRP1,16,"ENST00000566395, ENST00000566599, ENST00000243189",9368.609375,10493.6337890625
PARP10,19,"ENST00000532311, ENST00000525486, ENST00000528136",9352.8310546875,20222.376953125
SCGB1D1,1,ENST00000306238,9317.9794921875,21881.08984375
LASP1,7,"ENST00000585841, ENST00000584106, ENST00000419929",9302.939453125,8018.12744140625
LRIT2,1,ENST00000538192,9266.412109375,6623.296875
CHEK1,10,"ENST00000438015, ENST00000531062, ENST00000526937",9222.2841796875,7605.12744140625
SEC31A,32,"ENST00000355196, ENST00000508502, ENST00000514362",9200.5302734375,10824.48046875
TBC1D9B,11,"ENST00000520794, ENST00000522472, ENST00000522180",9198.53515625,11020.859375
FAXDC2,13,"ENST00000520461, ENST00000520968, ENST00000517874",9194.833984375,8502.84375
SPTAN1,26,"ENST00000637820, ENST00000637903, ENST00000637867",9192.876953125,11644.953125
MMP8,5,"ENST00000236826, ENST00000528662, ENST00000533258",9190.0380859375,7687.9365234375
CAPG,12,"ENST00000447219, ENST00000459793, ENST00000263867",9163.6865234375,7578.357421875
FAM171A2,2,"ENST00000589407, ENST00000588067",9141.2236328125,11444.0654296875
ITFG2,11,"ENST00000537710, ENST00000644517, ENST00000541659",9123.3193359375,5330.88330078125
DYNLL1,9,"ENST00000550178, ENST00000552870, ENST00000392508",9113.1962890625,6640.55029296875
FOS,7,"ENST00000303562, ENST00000555686, ENST00000555347",9110.841796875,7161.896484375
SNRPB,8,"ENST00000688423, ENST00000693393, ENST00000690623",9080.2783203125,7334.060546875
DDX42,13,"ENST00000584951, ENST00000580108, ENST00000578137",9065.3515625,7465.1796875
CYTH3,6,"ENST00000481329, ENST00000488964, ENST00000461891",9047.755859375,5598.1865234375
SREBF2,7,"ENST00000491541, ENST00000424354, ENST00000464119",9041.0087890625,6353.02294921875
SNORA21,1,ENST00000362423,9006.7099609375,11383.763671875
LINC01563,3,"ENST00000668335, ENST00000659567, ENST00000456235",8974.61328125,7644.48681640625
NUMA1,25,"ENST00000537905, ENST00000535111, ENST00000543450",8950.052734375,8010.1865234375
CNOT1,16,"ENST00000569882, ENST00000564557, ENST00000569240",8905.2099609375,7765.990234375
PRPH,6,"ENST00000537252, ENST00000532332, ENST00000257860",8903.96875,10852.998046875
KPNB1,7,"ENST00000580573, ENST00000582126, ENST00000677341",8883.69140625,6238.77392578125
NONO,15,"ENST00000679062, ENST00000678414, ENST00000678323",8850.8251953125,11683.70703125
ALG3,8,"ENST00000455059, ENST00000414845, ENST00000423996",8839.79296875,8713.5263671875
IGF2R,6,"ENST00000676781, ENST00000649737, ENST00000356956",8815.5771484375,8490.966796875
MSH2,9,"ENST00000644900, ENST00000467323, ENST00000233146",8810.296875,9712.763671875
LGALS1,7,"ENST00000454173, ENST00000464120, ENST00000425542",8808.203125,10943.3203125
ENSG00000228010,3,"ENST00000366167, ENST00000666662, ENST00000430844",8753.4296875,5702.61962890625
ENSG00000189229,28,"ENST00000668416, ENST00000653883, ENST00000669798",8750.845703125,8673.9296875
GPD1L,4,"ENST00000474846, ENST00000431009, ENST00000425459",8749.88671875,5699.22314453125
ENSG00000272554,1,ENST00000685164,8715.0771484375,6722.52685546875
GOLGA3,23,"ENST00000688114, ENST00000450791, ENST00000688251",8700.8642578125,7885.2177734375
SS18L1,5,"ENST00000450482, ENST00000491916, ENST00000331758",8697.3818359375,6428.876953125
HNRNPC,21,"ENST00000555215, ENST00000554383, ENST00000556226",8697.06640625,10048.2509765625
TBK1,31,"ENST00000676551, ENST00000651262, ENST00000677759",8644.22265625,6522.1640625
RAD21,13,"ENST00000520992, ENST00000517749, ENST00000690166",8621.7666015625,6370.5234375
ESRRG,19,"ENST00000360012, ENST00000359162, ENST00000361525",8607.3466796875,5657.45361328125
QRICH1,10,"ENST00000437939, ENST00000477021, ENST00000357496",8588.310546875,6336.87353515625
RHOC,15,"ENST00000369637, ENST00000436685, ENST00000534717",8572.982421875,7685.10400390625
LPAR1,4,"ENST00000358883, ENST00000374430, ENST00000441240",8535.8984375,7352.4833984375
LAMA5,9,"ENST00000464134, ENST00000495695, ENST00000370691",8521.9580078125,10126.1630859375
ENSG00000286806,1,ENST00000662068,8520.677734375,7493.47998046875
NFE2L2,33,"ENST00000699347, ENST00000462023, ENST00000477534",8515.7021484375,11838.619140625
HSD11B1L,22,"ENST00000577257, ENST00000582346, ENST00000581773",8512.8828125,9240.423828125
AP2B1,17,"ENST00000618940, ENST00000588116, ENST00000612035",8507.4052734375,7966.0703125
SNORD16,1,ENST00000362803,8488.1982421875,9029.3935546875
DARS2,13,"ENST00000471476, ENST00000648055, ENST00000647645",8488.041015625,6866.859375
FAM13B,9,"ENST00000509596, ENST00000508403, ENST00000505961",8472.50390625,5541.373046875
ENSG00000236456,1,ENST00000433096,8466.587890625,5648.59326171875
HSPB1,16,"ENST00000447574, ENST00000674650, ENST00000674638",8410.638671875,7159.24951171875
SUN5,4,"ENST00000375523, ENST00000420875, ENST00000356173",8398.92578125,5414.5634765625
RPS16P5,1,ENST00000406501,8386.513671875,97301.3828125
CCDC28B,7,"ENST00000461819, ENST00000483009, ENST00000680046",8386.193359375,5800.8369140625
FAM216A,3,"ENST00000538285, ENST00000548869, ENST00000548449",8350.125,5761.533203125
ARID5A,5,"ENST00000673792, ENST00000412735, ENST00000467498",8306.681640625,5383.66650390625
VPS45,43,"ENST00000698585, ENST00000698532, ENST00000698530",8280.1416015625,12048.583984375
ENSG00000271664,1,ENST00000605566,8269.099609375,6051.2431640625
CDS2,5,"ENST00000486875, ENST00000467923, ENST00000379070",8252.677734375,6682.376953125
MORF4L2,10,"ENST00000418819, ENST00000434230, ENST00000467755",8252.55859375,7921.296875
PYCARD,4,"ENST00000561508, ENST00000247470, ENST00000350605",8224.3740234375,6512.5732421875
CNN2,8,"ENST00000263097, ENST00000564572, ENST00000562958",8194.9755859375,7976.4970703125
EYA1,21,"ENST00000465115, ENST00000496494, ENST00000493349",8193.62109375,6611.7197265625
PAPOLA,16,"ENST00000555701, ENST00000554135, ENST00000557320",8182.32958984375,6037.5302734375
KLC4,16,"ENST00000481499, ENST00000458460, ENST00000394056",8181.4716796875,6988.89990234375
DDN-AS1,3,"ENST00000547866, ENST00000691225, ENST00000547395",8153.00927734375,5767.990234375
EIF3D,8,"ENST00000426531, ENST00000496875, ENST00000455547",8139.873046875,6197.42333984375
FLII,18,"ENST00000487369, ENST00000580966, ENST00000577485",8135.8837890625,6597.02978515625
MAP2K2,12,"ENST00000593364, ENST00000688002, ENST00000262948",8129.072265625,6798.20654296875
TRDN,6,"ENST00000546248, ENST00000628709, ENST00000662930",8108.93505859375,6348.07958984375
VWA7,3,"ENST00000497645, ENST00000487013, ENST00000375688",8081.70458984375,7988.68359375
ZNF485,3,"ENST00000430885, ENST00000480678, ENST00000374435",8078.67431640625,6811.41357421875
CHD4,31,"ENST00000647483, ENST00000646145, ENST00000647112",8060.7587890625,10059.3232421875
TBC1D2,6,"ENST00000375066, ENST00000493589, ENST00000375064",8057.84521484375,5956.38330078125
ABHD12,18,"ENST00000672331, ENST00000672566, ENST00000673227",8033.85498046875,8369.2841796875
AGRN,6,"ENST00000379370, ENST00000461111, ENST00000620552",8022.71142578125,8738.97265625
SEPSECS,11,"ENST00000681166, ENST00000681640, ENST00000681341",8011.5478515625,5111.8203125
LSM7,6,"ENST00000589532, ENST00000587502, ENST00000585395",7983.7509765625,8217.5400390625
MARK3,26,"ENST00000677404, ENST00000677348, ENST00000677352",7973.5234375,7923.29248046875
XPO1,31,"ENST00000677417, ENST00000678113, ENST00000677289",7970.1025390625,6413.2607421875
KMT2A,22,"ENST00000389506, ENST00000647638, ENST00000686588",7940.56201171875,9180.0263671875
QARS1,14,"ENST00000634953, ENST00000452739, ENST00000635375",7935.59765625,6304.18310546875
SLMAP,24,"ENST00000658689, ENST00000662629, ENST00000438794",7928.11376953125,5957.44287109375
GAPDHP20,1,ENST00000444107,7925.89990234375,5081.59326171875
PHLDB1,23,"ENST00000524713, ENST00000392852, ENST00000532639",7908.283203125,6184.009765625
RBMX,11,"ENST00000567262, ENST00000464781, ENST00000320676",7896.91845703125,7469.447265625
HDAC2-AS2,15,"ENST00000519270, ENST00000522697, ENST00000517965",7856.36328125,6835.267578125
ENSG00000268015,1,ENST00000593857,7849.484375,5762.88671875
UBE2S,4,"ENST00000589978, ENST00000592570, ENST00000587845",7834.8134765625,9766.359375
ENSG00000252840,1,ENST00000517031,7821.46728515625,5331.03662109375
KIF6,4,"ENST00000441975, ENST00000482238, ENST00000229913",7816.3740234375,5514.453125
ST3GAL3,48,"ENST00000645705, ENST00000642331, ENST00000347631",7784.32421875,10002.3193359375
TBL2,14,"ENST00000479892, ENST00000465279, ENST00000468669",7775.62744140625,5081.57666015625
PLXNB2,9,"ENST00000427829, ENST00000492578, ENST00000496720",7763.75537109375,7649.740234375
LINC02736,3,"ENST00000650251, ENST00000622944, ENST00000660598",7762.47705078125,13828.9609375
HAP1,6,"ENST00000341193, ENST00000310778, ENST00000347901",7751.291015625,9011.833984375
ODAD4,4,"ENST00000593239, ENST00000377540, ENST00000591658",7747.54345703125,8171.31689453125
PPIA,13,"ENST00000677022, ENST00000489459, ENST00000678789",7746.2314453125,6401.68310546875
MIA2,14,"ENST00000280083, ENST00000555143, ENST00000553728",7725.12353515625,4993.38720703125
BRCA1,19,"ENST00000352993, ENST00000493795, ENST00000591534",7710.3388671875,7884.5263671875
AQP7,14,"ENST00000379507, ENST00000379503, ENST00000624890",7699.0390625,7842.75341796875
ENSG00000240401,19,"ENST00000626359, ENST00000629788, ENST00000628820",7688.68310546875,8040.0869140625
ENSG00000258377,1,ENST00000555043,7676.53271484375,7360.77099609375
KIFBP,17,"ENST00000361983, ENST00000637420, ENST00000674897",7625.029296875,9457.9765625
ANGPTL4,11,"ENST00000301455, ENST00000601770, ENST00000597137",7615.4228515625,9489.736328125
TCP11,25,"ENST00000311875, ENST00000373974, ENST00000394696",7614.9970703125,6460.51318359375
LUC7L3,15,"ENST00000240304, ENST00000513969, ENST00000511974",7611.4345703125,6335.22998046875
NPLOC4,11,"ENST00000576940, ENST00000573519, ENST00000571714",7598.28662109375,5375.5400390625
PTPN6,18,"ENST00000416215, ENST00000539029, ENST00000545153",7589.546875,7709.18017578125
PRKCSH,15,"ENST00000587290, ENST00000591510, ENST00000585540",7583.095703125,6527.0634765625
ADAMTS14,1,ENST00000373208,7582.50830078125,4923.38330078125
CSF3,7,"ENST00000579852, ENST00000577675, ENST00000479880",7566.5654296875,4965.24658203125
PTK2,28,"ENST00000522950, ENST00000524202, ENST00000510126",7563.43115234375,7725.75
L3MBTL1,26,"ENST00000439769, ENST00000418998, ENST00000649084",7551.23876953125,6035.49609375
ENSG00000253698,1,ENST00000521803,7549.08154296875,4983.02001953125
ZSWIM8,20,"ENST00000431225, ENST00000466568, ENST00000412198",7547.0029296875,6075.45654296875
FAM153A,26,"ENST00000697114, ENST00000510276, ENST00000697117",7546.578125,6522.33740234375
FGR,6,"ENST00000475472, ENST00000457296, ENST00000468038",7523.9052734375,5494.81982421875
SMC1A,6,"ENST00000469129, ENST00000463684, ENST00000470241",7510.5751953125,5184.7666015625
SMG1-DT,1,ENST00000565782,7510.19677734375,4391.76318359375
MICOS10,11,"ENST00000485362, ENST00000462646, ENST00000498067",7491.70654296875,5521.5400390625
MYO3B-AS1,36,"ENST00000627884, ENST00000625440, ENST00000629973",7485.3857421875,6722.88671875
CASC15,38,"ENST00000660518, ENST00000607048, ENST00000606851",7483.99072265625,7557.7470703125
PAIP2,4,"ENST00000507755, ENST00000265192, ENST00000511381",7469.44580078125,6672.35986328125
DUSP15,10,"ENST00000278979, ENST00000447647, ENST00000398084",7466.478515625,4939.3671875
NFE2L1,14,"ENST00000584634, ENST00000583210, ENST00000583378",7458.458984375,7192.34033203125
PLCG1-AS1,5,"ENST00000454626, ENST00000661983, ENST00000667669",7455.71142578125,4784.69970703125
CLYBL,5,"ENST00000339105, ENST00000376354, ENST00000425186",7428.14501953125,5315.626953125
ZNF232-AS1,4,"ENST00000571138, ENST00000623522, ENST00000413077",7408.17919921875,5205.5234375
SLC25A44,3,"ENST00000468973, ENST00000469537, ENST00000423538",7404.009765625,9208.130859375
GYPB,13,"ENST00000506679, ENST00000429670, ENST00000513677",7383.71630859375,4511.55615234375
OSCP1,8,"ENST00000433045, ENST00000356637, ENST00000528112",7377.2548828125,5904.26025390625
LGALS3BP,18,"ENST00000589906, ENST00000262776, ENST00000589775",7333.07373046875,11656.359375
ENSG00000280441,4,"ENST00000651958, ENST00000623860, ENST00000652379",7321.05224609375,81699.0859375
ENSG00000289560,1,ENST00000690754,7308.86669921875,4811.52685546875
ENSG00000248419,1,ENST00000509222,7303.45068359375,7041.3466796875
CDC37,4,"ENST00000588869, ENST00000590632, ENST00000591248",7290.162109375,4569.29296875
MGST1,16,"ENST00000396210, ENST00000540126, ENST00000539036",7280.0390625,5947.7470703125
NCKIPSD,6,"ENST00000415281, ENST00000470006, ENST00000426678",7269.60595703125,5298.7333984375
AXDND1,12,"ENST00000617277, ENST00000434088, ENST00000367618",7261.39990234375,5643.60400390625
RBM39,22,"ENST00000476806, ENST00000444878, ENST00000463004",7258.55517578125,7961.98681640625
GPS2,13,"ENST00000571697, ENST00000572363, ENST00000574458",7246.92236328125,7852.85009765625
MATN2,14,"ENST00000519582, ENST00000523561, ENST00000522270",7211.79833984375,6065.38037109375
S100PBP,15,"ENST00000524535, ENST00000531256, ENST00000482212",7209.701171875,7477.1669921875
HS1BP3-IT1,1,ENST00000449391,7195.99853515625,5117.10986328125
EWSR1,14,"ENST00000483415, ENST00000415761, ENST00000332035",7186.98388671875,7455.71728515625
GLB1,18,"ENST00000473477, ENST00000498537, ENST00000307363",7183.4052734375,6208.0634765625
RNF213,10,"ENST00000573038, ENST00000411702, ENST00000559864",7170.0595703125,7195.03076171875
ERBB3,23,"ENST00000549472, ENST00000682512, ENST00000546748",7164.51611328125,8470.2568359375
DTX2,9,"ENST00000430490, ENST00000465488, ENST00000467729",7159.6806640625,8713.953125
CCT3,12,"ENST00000463132, ENST00000489870, ENST00000368256",7153.28662109375,4426.1669921875
STXBP1,13,"ENST00000496504, ENST00000626333, ENST00000476182",7131.5283203125,7436.08984375
LINC01895,11,"ENST00000669368, ENST00000653644, ENST00000667379",7115.484375,8832.3193359375
SCAF4,6,"ENST00000434667, ENST00000286835, ENST00000467731",7112.1337890625,5499.35302734375
SNORD111B,1,ENST00000408587,7109.8876953125,4699.7099609375
CLIP4,36,"ENST00000687166, ENST00000687915, ENST00000401605",7098.2080078125,7029.46728515625
LINC00885,8,"ENST00000654470, ENST00000687908, ENST00000662113",7097.1396484375,8326.537109375
GPR137,18,"ENST00000539833, ENST00000536017, ENST00000536282",7083.05517578125,6071.09375
TPM3,23,"ENST00000513769, ENST00000505010, ENST00000368531",7075.24267578125,6224.13671875
SEPTIN10,3,"ENST00000461295, ENST00000425498, ENST00000423520",7073.10693359375,4949.33642578125
TAOK1,5,"ENST00000578653, ENST00000587277, ENST00000536202",7065.5234375,4518.9697265625
ZNF207,12,"ENST00000579416, ENST00000582705, ENST00000581531",7058.3232421875,5604.7265625
CLCN2,10,"ENST00000636830, ENST00000457512, ENST00000475279",7057.71533203125,10838.3232421875
ENSG00000279615,1,ENST00000624852,7055.40771484375,74476.8046875
LINC02029,10,"ENST00000469196, ENST00000657118, ENST00000654643",7047.7646484375,5599.853515625
MYL2,5,"ENST00000549029, ENST00000546404, ENST00000548438",7033.3974609375,4880.60986328125
CAPN9,4,"ENST00000366666, ENST00000354537, ENST00000480004",7031.83935546875,5559.55322265625
DERL2,10,"ENST00000573547, ENST00000574952, ENST00000572834",7017.46630859375,7018.533203125
USP10,13,"ENST00000562743, ENST00000562283, ENST00000566512",7015.00537109375,10480.7734375
MYL6B,6,"ENST00000405661, ENST00000551834, ENST00000549380",6997.33642578125,5231.89013671875
ENSG00000286033,1,ENST00000651312,6996.47607421875,74476.8046875
PSMG3-AS1,6,"ENST00000524978, ENST00000612019, ENST00000532358",6991.91552734375,4488.376953125
PMS2P4,32,"ENST00000688710, ENST00000689281, ENST00000691782",6986.40966796875,6640.443359375
MFSD11,16,"ENST00000586622, ENST00000621483, ENST00000591864",6976.69140625,7445.99365234375
SNF8,12,"ENST00000290330, ENST00000506104, ENST00000514929",6973.94921875,5231.45654296875
CD4,7,"ENST00000538827, ENST00000437800, ENST00000535466",6965.90087890625,5187.259765625
